Month	Hour	Station_Type	Area	Pm25	Precipitation	Wind_direction	Wind_speed	Air_temperature	Air_humedity
December	4	Population	Center	23	0	38,6665	0,748999	20,3585	77,8626
December	5	Population	Center	25	0	39,3802	0,590777	19,8361	80,1021
December	6	Population	Center	35	0	321,635	0,554452	18,949	82,8076
December	7	Population	Center	40	0	286,422	0,289554	18,4518	83,5393
December	8	Population	Center	50	0	57,519	0,633236	21,8567	70,5821
December	9	Population	Center	42	0	68,7535	1,32332	23,3507	62,1568
December	10	Population	Center	32	0	55,9744	1,44406	24,7444	53,991
December	11	Population	Center	28	0	69,2694	1,21478	26,5446	47,0133
December	12	Population	Center	20	0	67,1876	0,430114	28,3035	41,4806
December	13	Population	Center	19	0	38,7381	0,580289	29,2787	37,7682
December	14	Population	Center	23	0	19,5191	1,37337	28,4569	40,9522
December	15	Population	Center	26	0	12,9647	1,60747	26,9053	49,4885
December	16	Population	Center	29	0	47,2281	1,72163	27,3771	47,9304
December	17	Population	Center	26	0	6,52576	0,801767	26,324	52,6672
December	18	Population	Center	33	0	355,506	2,00568	24,8653	59,9247
December	19	Population	Center	23	0	355,069	1,62376	23,6747	66,7685
December	20	Population	Center	20	0	1,87956	1,98411	22,8799	69,5731
December	21	Population	Center	31	0	6,02688	2,33613	22,2129	73,61
December	22	Population	Center	27	0	10,5459	2,40784	21,8487	76,0694
December	23	Population	Center	30	0	9,97846	1,75801	21,5837	75,4911
December	0	Population	Center	22	0	14,951	1,52257	21,2708	76,4386
December	1	Population	Center	24	0	12,9064	1,86019	20,7756	76,4046
December	2	Population	Center	23	0	13,0961	1,49691	20,5011	76,0725
December	3	Population	Center	27	0	50,6045	1,32163	20,3418	76,6978
December	4	Population	Center	22	0	23,459	1,51419	19,9732	77,0932
December	5	Population	Center	22	0	24,8199	1,37177	19,5572	77,8375
December	6	Population	Center	18	0	305,273	0,332246	18,8082	80,6624
December	7	Population	Center	25	0	253,728	0,409722	18,26	84,4183
December	8	Population	Center	25	0	222,39	0,140776	20,9132	74,106
December	9	Population	Center	36	0	61,0113	0,295538	22,6151	66,9597
December	10	Population	Center	30	0	73,0829	0,31888	24,7186	56,8044
December	11	Population	Center	37	0	211,007	0,119305	26,179	51,8486
December	12	Population	Center	22	0	169,305	0,241952	27,3015	47,3511
December	13	Population	Center	22	0	137,308	0,473965	28,5365	43,6101
December	14	Population	Center	19	0	185,424	0,553569	27,6458	46,8281
December	15	Population	Center	20	0	144,061	0,637427	24,0389	54,809
December	16	Population	Center	19	0,2	325,396	0,334016	20,4195	71,6415
December	17	Population	Center	20	0,1	325,814	0,463538	20,0122	74,7608
December	18	Population	Center	24	0	265,154	0,695147	19,1629	80,3267
December	19	Population	Center	34	0	261,47	0,550613	19,2971	81,9703
December	20	Population	Center	33	0	272,153	0,4999	19,4879	79,7553
December	21	Population	Center	46	0	289,837	0,396874	19,8119	76,9249
December	22	Population	Center	35	0	11,5334	0,780842	20,1643	73,845
December	23	Population	Center	17	9	38,357	1,71512	18,8189	83,6093
December	0	Population	Center	25	4,5	275,694	0,241305	17,6835	88,6953
December	1	Population	Center	16	5,7	267,224	0,44055	17,2122	89,3403
December	2	Population	Center	17	0,6	265,186	0,303829	17,2108	89,6619
December	3	Population	Center	23	1,9	260,972	0,218003	17,4485	89,7871
December	4	Population	Center	24	2,4	269,34	0,249139	17,2432	89,8357
December	5	Population	Center	22	0,6	270,058	0,361373534	17,3549	89,9147
December	6	Population	Center	16	0,1	255,586	0,339527	17,1299	89,9181
December	7	Population	Center	29	0	256,799	0,353931	17,2315	89,9424
December	8	Population	Center	36	0	253,188	0,372209	17,9344	89,699
December	9	Population	Center	46	0	248,866	0,809183	19,7404	81,3828
December	10	Population	Center	17	0	255,706	0,0651275	23,2342	61,0714
December	11	Population	Center	29	0	60,8742	1,02529	25,2039	53,4747
December	12	Population	Center	17	0	49,0034	0,856293	25,8767	47,9374
December	13	Population	Center	19	0	31,9603	1,11013	26,5086	47,4117
December	14	Population	Center	23	0	69,3104	0,737538	27,0982	45,9615
December	15	Population	Center	18	0	329,799	0,61544	24,7597	57,5943
December	16	Population	Center	24	0	218,487	0,231647	19,4535	73,9585
December	17	Population	Center	23	1	337,385	0,288038	19,0917	77,9381
December	18	Population	Center	15	0,9	256,283	0,895075	17,4992	87,1438
December	19	Population	Center	22	0	272,394	0,441861	17,6737	88,6556
December	20	Population	Center	24	0,1	262,72	0,614899	17,3849	88,9247
December	21	Population	Center	27	0	258,65	0,480373	17,2864	89,2081
December	22	Population	Center	35	0	261,927	0,451091	17,5636	89,0215
December	23	Population	Center	25	0	269,262	0,421965	17,2486	88,4897
December	0	Population	Center	40	0	259,204	0,812302976	16,9894	88,6243
December	1	Population	Center	28	0	288,259	0,266896	17,1007	88,5836
December	2	Population	Center	38	0	274,267	0,329391	17,4186	88,3049
December	3	Population	Center	33	0	263,679	0,449488	17,3382	88,0658
December	4	Population	Center	40	0	276,696	0,618232085	17,2026	87,9731
December	5	Population	Center	44	0	268,054	0,301593	17,1299	87,6724
December	6	Population	Center	34	0	281,25	0,257754	17,0174	88,0029
December	7	Population	Center	36	0	268,695	0,706142295	17,5763	86,1051
December	8	Population	Center	40	0	217,107	0,036371	19,8449	76,4246
December	9	Population	Center	64	0	240,4	0,199692	21,5574	69,4636
December	10	Population	Center	54	0	63,5242	0,9375	23,0049	61,7722
December	11	Population	Center	32	0	69,6573	1,17256	25,0135	52,9342
December	12	Population	Center	37	0	80,4197	1,51411	26,3443	50,8967
December	13	Population	Center	25	0	69,7097	2,13162	25,6588	53,6437
December	14	Population	Center	17	0	71,0738	0,755644	25,43	53,4171
December	15	Population	Center	16	0	189,852	0,146956	26,9156	48,4461
December	16	Population	Center	15	0	77,6557	1,05548	24,4185	55,921
December	17	Population	Center	16	0	29,5079	0,3497	22,7326	62,5443
December	18	Population	Center	16	0	15,4078	2,06003	23,3328	60,245
December	19	Population	Center	13	0	6,27015	2,01398	22,1335	69,3528
December	20	Population	Center	13	9,7	346,284	1,40271	19,6415	82,4067
December	21	Population	Center	18	0,8	260,952	1,05092	18,9071	88,3936
December	22	Population	Center	17	1	267,111	0,940333	18,805	88,4624
December	23	Population	Center	6	0,4	249,655	0,739849	18,1949	88,5086
December	0	Population	Center	18	0	241,674	0,430215	18,1465	88,0185
December	1	Population	Center	10	0	263,492	0,372375	17,7079	87,5853
December	2	Population	Center	15	0	254,999	0,505755	17,334	88,1799
December	3	Population	Center	16	0	257,99	0,497224	17,2374	88,5261
December	4	Population	Center	12	0	257,818	0,775571646	17,1804	88,8101
December	5	Population	Center	18	0,1	256,105	0,413496551	17,3875	88,9436
December	6	Population	Center	40	0	257,447	0,381597	17,6322	88,7851
December	7	Population	Center	37	0	262,522	0,396214	17,8951	88,5357
December	8	Population	Center	30	0	290,21	0,276882	19,5157	81,2315
December	9	Population	Center	39	0	268,723	0,278874	19,7689	78,6494
December	10	Population	Center	49	0	17,4487	0,0393859	23,434	61,7206
December	11	Population	Center	52	0	62,8301	0,600821	25,393	50,9594
December	12	Population	Center	33	0	94,738	0,219532	27,2149	42,9417
December	13	Population	Center	17	0	224,129	0,787696	27,7281	45,0808
December	14	Population	Center	19	0	185,585	0,267371	28,3881	43,7694
December	15	Population	Center	22	0	19,452	0,96905	26,6726	43,7842
December	16	Population	Center	23	0	236,659	1,50819	24,6725	55,0111
December	17	Population	Center	27	0	124,056	0,43682	24,86	54,9926
December	18	Population	Center	38	0	6,86632	0,833112	23,6618	57,9736
December	19	Population	Center	23	0	356,239	1,47599	23,286	62,2414
December	20	Population	Center	23	0	318,645	0,815072	22,4507	66,8483
December	21	Population	Center	19	0	286,754	0,344693	21,7576	71,5921
December	22	Population	Center	17	0	34,8083	0,611449	21,5304	72,4461
December	23	Population	Center	19	0	291,511	0,243188	21,149	72,9106
December	0	Population	Center	6	0	280,255	0,539148	19,924	76,178
December	1	Population	Center	19	0	27,0958	1,17459	19,5599	79,6906
December	2	Population	Center	20	0	30,0962	1,15244	19,4886	79,5254
December	3	Population	Center	14	0	9,66389	1,01298	19,2619	79,604
December	4	Population	Center	17	0	65,1873	0,681101	18,9847	80,9126
December	5	Population	Center	20	0	357,845	0,286338	18,8246	81,375
December	6	Population	Center	18	0	346,002	0,566957	18,5158	81,625
December	7	Population	Center	20	0	346,248	0,288324	18,588	81,5545
December	8	Population	Center	30	0	74,0678	1,24498	20,7071	72,7174
December	9	Population	Center	34	0	332,026	0,0683606	21,9671	66,8695
December	10	Population	Center	34	0	37,1979	0,340818	23,664	58,8428
December	11	Population	Center	44	0	52,132	1,2842	25,1535	54,8992
December	12	Population	Center	38	0	35,7582	1,99013	24,8875	56,2513
December	13	Population	Center	24	0	13,7305	2,41648	24,3876	56,3751
December	14	Population	Center	24	0	26,3328	2,13163	24,2283	54,6121
December	15	Population	Center	25	0	26,5491	1,84606	25,734	50,2622
December	16	Population	Center	30	0	13,6749	1,68718	24,9844	52,5104
December	17	Population	Center	20	0	0,572732	1,98189	24,9222	53,585
December	18	Population	Center	22	0	357,115	1,84255	23,1525	60,1972
December	19	Population	Center	13	0	352,477	1,88754	22,0204	66,8879
December	20	Population	Center	20	10,5	324,596	0,649257	19,9692	77,9344
December	21	Population	Center	13	10,7	202,126	0,458242	17,1	87,3835
December	22	Population	Center	13	1	249,066	0,506033	16,9443	88,6607
December	23	Population	Center	20	0,4	264,121	0,616254	16,7289	89,0847
December	0	Population	Center	16	0,1	254,072	0,692235	16,7026	89,3224
December	1	Population	Center	25	0	256,735	0,748917	16,7206	89,2707
December	2	Population	Center	19	0	269,839	0,412708	16,5022	89,0939
December	3	Population	Center	21	0	282,335	0,31737	16,2855	89,1983
December	4	Population	Center	26	0,1	272,828	0,310457	16,0225	89,3779
December	5	Population	Center	16	0	260,45	0,579964679	15,1557	89,4444
December	6	Population	Center	19	0	268,957	0,681706804	14,8432	89,6326
December	7	Population	Center	30	0	260,931	0,790774249	14,9137	89,8026
December	8	Population	Center	44	0	270,147	0,703721963	18,0385	83,245
December	9	Population	Center	54	0	71,7191	0,19518	20,2551	68,5724
December	10	Population	Center	43	0	64,173	0,911141	22,2125	58,691
December	11	Population	Center	20	0	60,2216	1,55763	23,6715	54,2453
December	12	Population	Center	14	0	40,694	1,3081	25,2971	49,4694
December	13	Population	Center	17	0	31,7596	1,81758	24,9775	49,5849
December	14	Population	Center	15	0	10,6905	2,25061	24,8232	52,8271
December	15	Population	Center	19	0	17,7806	2,51368	25,3792	53,9565
December	16	Population	Center	19	0	22,8559	2,52185	26,1858	50,5015
December	17	Population	Center	19	0	353,684	2,98916	24,3399	59,4606
December	18	Population	Center	18	0	355,19	3,41115	21,964	68,1985
December	19	Population	Center	15	0	8,64966	2,89378	20,8778	72,5161
December	20	Population	Center	17	0	4,2755	2,20082	20,5982	73,2165
December	21	Population	Center	20	0	3,91774	1,99349	20,5426	73,2224
December	22	Population	Center	12	0	17,0812	2,07663	20,4587	74,2861
December	23	Population	Center	17	0	17,4078	1,96821	19,9057	77,4415
December	0	Population	Center	14	0	26,8206	1,50222	19,5672	79,0397
December	1	Population	Center	14	0	15,2125	1,79499	19,2751	79,5274
December	2	Population	Center	14	0	8,03854	1,57773	18,9947	79,9915
December	3	Population	Center	17	0	18,6272	1,65664	18,8926	77,8008
December	4	Population	Center	12	0	32,3161	1,56585	18,6771	78,56
December	5	Population	Center	14	0	45,3079	0,794301664	18,5131	79,084
December	6	Population	Center	26	0	41,356	1,17681	18,3758	78,9782
December	7	Population	Center	31	0	6,46939	1,19026	18,1082	80,0185
December	8	Population	Center	29	0	57,435	1,6064	19,8672	72,3143
December	9	Population	Center	18	0	50,286	1,94229	21,3604	62,6822
December	10	Population	Center	7	0	51,5486	2,17574	22,9814	54,6057
December	11	Population	Center	22	0	58,7331	2,36506	24,6828	49,0594
December	12	Population	Center	15	0	36,87	2,46147	25,7225	47,049
December	13	Population	Center	15	0	28,834	2,46677	26,5135	46,1278
December	14	Population	Center	12	0	16,004	2,16897	27,1588	44,9872
December	15	Population	Center	15	0	18,8715	2,46963	27,6774	43,125
December	16	Population	Center	17	0	12,3821	2,59659	27,4043	45,4967
December	17	Population	Center	17	0	359,171	2,15051	26,7638	47,6981
December	18	Population	Center	15	0	355,717	1,84059	24,8461	55,7314
December	19	Population	Center	25	0	359,487	2,37721	23,2887	63,5647
December	20	Population	Center	21	0	10,9289	2,32636	22,2025	69,4094
December	21	Population	Center	18	0	15,2654	2,60178	21,3178	73,8979
December	22	Population	Center	22	0	2,79945	2,08951	21,101	75,0256
December	23	Population	Center	18	0	358,515	1,48626	20,8135	75,2667
December	0	Population	Center	23	0	4,64026	1,38786	20,2903	76,9283
December	1	Population	Center	19	0	41,0498	1,1523	19,8886	78,5057
December	2	Population	Center	20	0	13,0619	1,59493	19,4481	80,1751
December	3	Population	Center	18	0	11,5703	1,06048	19,0743	81,1451
December	4	Population	Center	21	0	20,0601	0,969455	18,7436	82,0281
December	5	Population	Center	29	0	304,702	0,205189	17,8585	83,7303
December	6	Population	Center	29	0	271,409	0,604871	17,0756	86,7015
December	7	Population	Center	24	0	267,385	0,425669	16,3714	84,0358
December	8	Population	Center	41	0	101,612	0,2424	19,7456	74,3358
December	9	Population	Center	44	0	66,865	1,56038	21,5843	64,0817
December	10	Population	Center	25	0	36,0175	2,11289	23,3325	57,5928
December	11	Population	Center	16	0	29,3139	2,17033	25,4163	48,72
December	12	Population	Center	12	0	36,9619	2,19824	26,8806	42,9014
December	13	Population	Center	21	0	38,8051	2,53929	27,7896	39,1944
December	14	Population	Center	14	0	52,3212	2,10891	28,2111	36,3726
December	15	Population	Center	20	0	47,3326	2,22894	28,2603	36,6585
December	16	Population	Center	28	0	49,8394	1,96815	28,1629	36,4024
December	17	Population	Center	15	0	56,0458	1,87389	28,4094	34,7583
December	18	Population	Center	27	0	2,67042	2,15661	25,6579	51,6378
December	19	Population	Center	32	0	10,0948	1,99878	23,9635	60,7722
December	20	Population	Center	29	0	28,3901	2,53278	23,1729	66,9574
December	21	Population	Center	28	0	6,69876	1,97614	22,3436	72,1076
December	22	Population	Center	27	0	7,70541	2,32242	21,9801	74,6569
December	23	Population	Center	22	0	8,85401	2,11052	21,4665	77,1862
December	0	Population	Center	26	0	2,21721	1,57926	20,9089	78,7783
December	1	Population	Center	20	0	356,907	1,11564	20,3061	80,4214
December	2	Population	Center	22	0	12,6558	1,96199	20,431	78,0656
December	3	Population	Center	25	0	20,0244	1,83481	20,299	78,0157
December	4	Population	Center	27	0	33,2036	1,19354	20,1883	78,1535
December	5	Population	Center	24	0	23,5707	1,63302	20,1281	77,6174
December	6	Population	Center	27	0	46,3531	1,55676	19,9467	78,9818
December	7	Population	Center	32	0	27,6732	1,472	19,9219	78,9918
December	8	Population	Center	34	0	36,4957	1,3223	20,3975	76,7726
December	9	Population	Center	32	0	60,9039	1,66414	21,2093	72,3297
December	10	Population	Center	25	0	69,019	1,82612	22,8979	63,1142
December	11	Population	Center	25	0	56,1246	1,31128	23,8813	56,9271
December	12	Population	Center	23	0	61,1135	1,06626	25,6825	50,3708
December	13	Population	Center	33	0	40,7757	1,28736	26,9619	46,465
December	14	Population	Center	26	0	47,8068	1,42266	26,6961	46,9528
December	15	Population	Center	15	0	14,2441	1,6142	27,1506	47,3254
December	16	Population	Center	20	0	6,09115	2,13395	27,0871	47,1083
December	17	Population	Center	18	0	357,811	1,83137	26,839	49,8861
December	18	Population	Center	24	0	354,214	1,89606	25,434	55,701
December	19	Population	Center	23	0	355,435	2,05251	23,7572	62,6426
December	20	Population	Center	30	0	12,7754	2,33545	22,8114	68,9782
December	21	Population	Center	30	0	6,77784	1,94342	21,8754	75,096
December	22	Population	Center	29	0	11,3982	1,53215	21,4557	76,4782
December	23	Population	Center	27	0	11,85	1,6634	21,0535	77,2476
December	0	Population	Center	27	0	50,5694	0,745948	20,4743	77,2719
December	1	Population	Center	32	0	46,0903	0,89778	20,3076	78,0314
December	2	Population	Center	28	0	13,5441	1,15219	20,1287	79,1061
December	3	Population	Center	30	0	22,3462	0,874879	19,6565	78,0944
December	4	Population	Center	22	0	64,5213	1,38154	19,6168	74,0265
December	5	Population	Center	18	0	14,9993	1,18466	19,4392	70,3378
December	6	Population	Center	22	0	22,5162	1,12833	18,9499	69,0212
December	7	Population	Center	23	0	6,83223	0,631364	18,775	70,6207
December	8	Population	Center	21	0	62,1181	1,66664	20,3458	63,4174
December	9	Population	Center	20	0	44,9753	1,82577	21,9957	59,3333
December	10	Population	Center	14	0	36,447	2,17832	24,3326	51,6992
December	11	Population	Center	14	0	40,189	2,54977	25,4136	48,134
December	12	Population	Center	14	0	41,5248	2,54338	26,2138	46,5985
December	13	Population	Center	16	0	22,572	2,1613	27,4314	43,2286
December	14	Population	Center	13	0	30,3736	2,38808	28,0513	41,0824
December	15	Population	Center	19	0	28,5205	2,9019	28,116	37,6712
December	16	Population	Center	16	0	38,2343	2,61459	28,7024	32,9062
December	17	Population	Center	17	0	20,1851	2,35727	28,2526	32,4215
December	18	Population	Center	21	0	10,5637	1,95076	26,0053	47,9146
December	19	Population	Center	20	0	346,306	1,77714	24,1076	56,9712
December	20	Population	Center	18	0	5,84124	1,66588	23,1717	62,9065
December	21	Population	Center	22	0	2,3332	2,19454	21,9412	71,7599
December	22	Population	Center	24	0	11,2141	2,18113	21,2526	75,6008
December	23	Population	Center	21	0	34,1118	1,57301	20,8463	76,0874
December	0	Population	Center	24	0	58,8873	1,05856	20,1729	77,9137
December	1	Population	Center	19	0	358,846	0,655145	19,2403	80,97
December	2	Population	Center	25	0	320,672	0,298221	18,7039	80,1096
December	3	Population	Center	20	0	303,057	0,48699	17,8233	80,9232
December	4	Population	Center	20	0	273,255	0,444778	16,9979	81,6442
December	5	Population	Center	29	0	264,808	0,480469	16,185	84,2589
December	6	Population	Center	21	0	263,595	0,688620403	15,5662	85,9901
December	7	Population	Center	29	0	308,276	0,251561	16,0324	85,9147
December	8	Population	Center	45	0	74,6882	1,04517	19,6169	68,8601
December	9	Population	Center	38	0	81,0185	0,470583	21,9096	61,6958
December	10	Population	Center	27	0	84,0145	1,51763	23,5886	54,3187
December	11	Population	Center	19	0	55,0531	1,4932	25,9708	43,2322
December	12	Population	Center	18	0	55,6754	1,40974	28,3515	29,5456
December	13	Population	Center	15	0	59,7307	1,71859	29,0182	27,5611
December	14	Population	Center	18	0	78,6627	1,6748	29,8317	24,61
December	15	Population	Center	10	0	83,1383	1,82592	30,2463	20,7031
December	16	Population	Center	11	0	85,1404	1,65987	30,2247	21,229
December	17	Population	Center	16	0	52,2556	1,53894	29,5592	26,2999
December	18	Population	Center	25	0	13,7319	2,00611	26,4033	45,4157
December	19	Population	Center	27	0	344,508	1,55181	24,1707	53,5918
December	20	Population	Center	23	0	4,71631	1,65459	23,348	58,5054
December	21	Population	Center	31	0	11,1928	2,35877	22,1695	69,1096
December	22	Population	Center	24	0	7,90917	1,93867	21,4111	74,5694
December	23	Population	Center	31	0	11,3743	1,52578	20,9214	76,3701
December	0	Population	Center	30	0	26,9988	0,979057	20,3061	78,856
December	1	Population	Center	30	0	354,108	0,563105	19,4289	80,7496
December	2	Population	Center	31	0	280,981	0,284817	18,3521	82,6043
December	3	Population	Center	26	0	284,022	0,49184	17,5618	85,0054
December	4	Population	Center	20	0	7,79596	0,206674	17,656	81,5922
December	5	Population	Center	29	0	264,683	0,653442	16,75	81,869
December	6	Population	Center	36	0	283,56	0,421794	16,6835	79,7949
December	7	Population	Center	42	0	277,896	0,327792	16,3769	80,1151
December	8	Population	Center	46	0	84,6799	1,14942	20,0513	63,3993
December	9	Population	Center	25	0	75,7639	0,396713	22,4404	54,5085
December	10	Population	Center	28	0	75,7057	0,717347	23,4875	50,814
December	11	Population	Center	22	0	58,0165	1,59861	25,0447	44,3563
December	12	Population	Center	20	0	25,1596	1,17771	27,0204	39,0464
December	13	Population	Center	18	0	20,2058	2,36051	28,2414	32,3882
December	14	Population	Center	18	0	14,6945	2,74252	28,759	32,155
December	15	Population	Center	18	0	14,0985	3,09845	28,8499	32,016
December	16	Population	Center	23	0	14,5366	2,86889	28,6244	33,669
December	17	Population	Center	28	0	7,15634	2,98112	27,9381	37,1738
December	18	Population	Center	31	0	354,763	2,25383	25,7321	47,7076
December	19	Population	Center	27	0	5,70037	2,6211	24,1253	59,0262
December	20	Population	Center	27	0	12,1357	2,54715	22,9854	66,4117
December	21	Population	Center	38	0	10,1216	2,18675	22,1999	70,3728
December	22	Population	Center	30	0	358,763	1,90088	21,5975	72,9103
December	23	Population	Center	25	0	1,96828	1,31678	21,4403	72,7989
December	0	Population	Center	31	0	48,9966	0,905918	20,9879	74,5364
December	1	Population	Center	30	0	31,0967	0,315353	19,7347	78,8282
December	2	Population	Center	30	0	315,884	0,44105	18,8417	80,9651
December	3	Population	Center	29	0	278,676	0,380293	17,8929	82,341
December	4	Population	Center	28	0	300,247	0,770307438	17,2028	83,751
December	5	Population	Center	25	0	275,932	0,755414204	16,2101	82,3392
December	6	Population	Center	29	0	293,674	0,64837547	16,0585	82,5854
December	7	Population	Center	50	0	22,4895	0,847904	17,7969	73,5758
December	8	Population	Center	35	0	54,5037	0,594186	19,7264	61,8181
December	9	Population	Center	51	0	293,605	0,193046	22,2314	57,8347
December	10	Population	Center	66	0	90,2937	0,564274	24,2901	53,0944
December	11	Population	Center	48	0	81,6446	0,74596	25,8317	45,0079
December	12	Population	Center	17	0	40,859	1,86161	27,3911	34,9401
December	13	Population	Center	24	0	41,2643	2,84694	28,3781	32,6662
December	14	Population	Center	23	0	29,596	2,62424	28,9357	34,795
December	15	Population	Center	19	0	8,72069	2,67412	28,7847	39,4738
December	16	Population	Center	22	0	5,97881	2,5119	28,6681	41,935
December	17	Population	Center	22	0	349,045	2,96249	27,2625	45,469
December	18	Population	Center	30	0	355,449	2,41069	25,3474	51,2729
December	19	Population	Center	36	0	355,847	2,16744	24,0654	56,9751
December	20	Population	Center	30	0	14,6587	2,19979	23,0411	63,4035
December	21	Population	Center	29	0	0,790638	1,83361	21,9861	70,2715
December	22	Population	Center	27	0	3,80799	2,04198	21,374	74,6075
December	23	Population	Center	28	0	9,5553	2,01655	20,8436	77,0415
December	0	Population	Center	25	0	3,76688	1,27022	20,4969	78,1342
December	1	Population	Center	28	0	31,0024	1,55759	20,3532	77,1861
December	2	Population	Center	31	0	30,9414	1,90131	19,9943	77,6635
December	3	Population	Center	22	0	34,224	1,61336	19,6468	78,6001
December	4	Population	Center	30	0	51,5246	1,85064	19,6664	77,5656
December	5	Population	Center	31	0	36,3559	1,07963	19,2792	78,3983
December	6	Population	Center	32	0	33,2568	1,13277	18,7283	79,8156
December	7	Population	Center	36	0	51,4369	1,20422	18,5104	79,2251
December	8	Population	Center	38	0	51,3926	1,67287	19,5949	73,4694
December	9	Population	Center	26	0	64,6108	1,90162	21,9117	61,0811
December	10	Population	Center	21	0	58,3037	2,3725	23,2626	53,105
December	11	Population	Center	22	0	50,6103	2,34948	24,7321	48,4157
December	12	Population	Center	19	0	47,6479	1,77997	26,3739	44,431
December	13	Population	Center	22	0	38,9979	1,71551	27,0926	43,875
December	14	Population	Center	18	0	32,972	2,0259	27,894	42,7119
December	15	Population	Center	18	0	15,1776	2,17413	28,0744	43,2847
December	16	Population	Center	30	0	11,2801	2,73282	27,2465	46,9156
December	17	Population	Center	27	0	354,036	2,47137	26,0298	53,0833
December	18	Population	Center	27	0	0,416145	2,59075	25,0794	55,6799
December	19	Population	Center	21	0	359,418	2,20975	23,9496	59,7594
December	20	Population	Center	24	0	7,07238	2,30292	22,9944	65,4215
December	21	Population	Center	27	0	356,915	2,26025	21,9589	71,9522
December	22	Population	Center	33	0	14,7829	2,12636	21,4643	75,6576
December	23	Population	Center	30	0	11,877	1,9767	21,0578	77,6635
December	0	Population	Center	30	0	15,0336	1,84741	20,6407	79,1767
December	1	Population	Center	24	0	23,8011	1,47445	20,6736	78,1271
December	2	Population	Center	29	0	22,3143	1,81461	20,5843	76,7445
December	3	Population	Center	27	0	25,7282	2,01191	20,2653	77,3356
December	4	Population	Center	23	0	16,7598	1,95528	19,8892	77,8903
December	5	Population	Center	22	0	10,7113	1,38162	19,6287	77,1932
December	6	Population	Center	26	0	18,6597	1,4618	19,652	75,0711
December	7	Population	Center	29	0	34,0493	1,62854	19,3396	76,8429
December	8	Population	Center	41	0	41,7883	1,67148	19,7035	75,2565
December	10	Population	Center	27	0	50,7578	1,86441	22,2697	61,8467
December	11	Population	Center	30	0	54,9925	2,1521	23,6375	54,9018
December	12	Population	Center	26	0	42,9148	2,14147	25,2026	50,4001
December	14	Population	Center	23	0	30,3962	2,41324	27,6935	44,2607
December	15	Population	Center	22	0	18,2162	2,28333	28,0436	45,2287
December	16	Population	Center	28	0	7,95375	2,64781	27,515	48,6347
December	17	Population	Center	26	0	357,723	2,74158	27,0138	51,4772
December	20	Population	Center	29	0	348,646	1,70865	22,8551	67,0596
December	21	Population	Center	33	0	353,976	2,39402	22,1093	71,9911
December	22	Population	Center	26	0	11,0996	1,77128	21,6397	75,0704
December	23	Population	Center	38	0	35,8464	1,74826	21,3508	76,379
December	0	Population	Center	30	0	17,6283	1,65491	20,8988	78,3226
December	1	Population	Center	30	0	31,39	1,65426	20,6743	78,4811
December	2	Population	Center	21	0	7,92704	1,64517	20,2246	78,6568
December	4	Population	Center	22	0	29,0529	1,25984	19,5867	79,8156
December	5	Population	Center	28	0	23,1139	1,80512	19,395	79,724
December	6	Population	Center	29	0	30,7589	1,34641	19,018	80,7194
December	7	Population	Center	37	0	29,3288	1,34063	19,2532	78,3269
December	12	Population	Center	21	0	38,2255	1,46147	26,3935	46,0735
December	13	Population	Center	18	0	38,3607	1,23596	27,9001	40,0214
December	14	Population	Center	16	0	30,1551	1,86896	28,5706	39,9936
December	15	Population	Center	24	0	357,634	2,12359	28,6453	41,5093
December	16	Population	Center	28	0	9,68727	2,84344	27,6715	45,1307
December	17	Population	Center	26	0	354,932	2,05637	26,4668	47,7726
December	22	Population	Center	30	0	2,94653	0,880782	21,4761	70,4274
December	23	Population	Center	35	0	27,9111	0,626924	20,8725	72,9167
December	0	Population	Center	28	0	346,747	0,719207	20,2172	75,0263
December	1	Population	Center	27	0	17,0926	1,22836	20,2519	75,966
December	2	Population	Center	25	0	25,4916	1,71335	20,3115	74,5299
December	3	Population	Center	25	0	32,2813	1,21783	19,9849	75,3569
December	4	Population	Center	25	0	26,7185	1,08767	19,8744	73,1961
December	5	Population	Center	26	0	22,5129	0,981147	19,9068	71,5053
December	6	Population	Center	22	0	25,6028	1,05558	19,8054	71,1385
December	7	Population	Center	28	0	34,1815	1,36855	19,6993	72,2049
December	8	Population	Center	25	0	61,2691	1,40167	20,1972	70,5679
December	9	Population	Center	27	0	40,9219	1,44165	21,3494	64,5074
December	12	Population	Center	16	0	40,1921	1,69721	24,9115	48,1033
December	13	Population	Center	20	0	41,0886	1,69672	26,1486	44,2533
December	14	Population	Center	27	0	42,3121	1,29534	26,7106	43,1682
December	15	Population	Center	23	0	14,2904	2,26051	25,6097	49,8783
December	17	Population	Center	26	0	351,816	1,43999	22,9472	64,1961
December	18	Population	Center	17	0	354,335	1,63607	22,9181	63,4704
December	19	Population	Center	29	0	16,9613	1,69864	22,1921	68,025
December	20	Population	Center	28	0	22,4327	1,35689	21,4944	71,2628
December	21	Population	Center	33	0	24,0306	1,32937	21,1208	73,4068
December	22	Population	Center	42	0	21,6083	1,24193	20,6821	75,4893
December	23	Population	Center	33	0	16,2037	0,49577	20,0775	77,7214
December	0	Population	Center	39	0	323,21	0,244181	19,625	79,1449
December	1	Population	Center	43	0	24,2317	1,04805	19,643	78,4576
December	2	Population	Center	37	0	46,0111	1,20158	19,4524	78,5974
